Fri Apr 08 17:24:58 BST 2016, 1460132698597, -0.8734893798828125, 6.8883514404296875, 4.9838714599609375, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698617, -0.165679931640625, 7.5576629638671875, 4.1036376953125, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698637, -0.1584930419921875, 7.88677978515625, 3.3814849853515625, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698657, -0.1853485107421875, 7.8226776123046875, 3.23095703125, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698678, -0.041015625, 7.98272705078125, 3.0640106201171875, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698698, -0.144134521484375, 7.2867431640625, 3.050537109375, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698718, -0.41534423828125, 6.1938323974609375, 3.2961578369140625, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698738, -0.641357421875, 6.0986328125, 3.22894287109375, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698758, -0.5277557373046875, 6.40081787109375, 3.7147979736328125, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698778, -0.157012939453125, 6.517425537109375, 4.174896240234375, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698798, -0.20050048828125, 6.7548980712890625, 3.829254150390625, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698819, -0.389312744140625, 7.3409271240234375, 3.67437744140625, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698839, -0.719329833984375, 8.037063598632813, 3.8637237548828125, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698859, -1.329254150390625, 8.287765502929688, 3.744720458984375, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698879, -1.583404541015625, 8.510482788085938, 3.7959136962890625, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698899, -1.47833251953125, 9.270523071289063, 3.8695526123046875, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698919, -1.13916015625, 10.5128173828125, 4.46435546875, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698939, -1.0224151611328125, 11.867385864257813, 5.1534576416015625, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698960, -1.841583251953125, 13.595672607421875, 5.9386444091796875, 0.0, -0.0, -0.0
Fri Apr 08 17:24:58 BST 2016, 1460132698980, -3.053924560546875, 12.065170288085938, 5.7005767822265625, 0.0, -0.0, -0.0
Fri Apr 08 17:24:59 BST 2016, 1460132699000, -0.6093902587890625, 11.414215087890625, 4.77960205078125, 0.0, -0.0, -0.0
Fri Apr 08 17:24:59 BST 2016, 1460132699026, -0.6093902587890625, 11.414215087890625, 4.77960205078125, -2.0217180252075195, -1.171358346939087, 0.12681391835212708
Fri Apr 08 17:24:59 BST 2016, 1460132699020, -0.1400299072265625, 11.696243286132813, 3.9161834716796875, -1.8520551919937134, -1.2475122213363647, 0.035741496831178665
Fri Apr 08 17:24:59 BST 2016, 1460132699040, -1.2617645263671875, 11.321884155273438, 4.118988037109375, -1.8220731019973755, -1.2072173357009888, 0.2972528636455536
Fri Apr 08 17:24:59 BST 2016, 1460132699047, -1.2617645263671875, 11.321884155273438, 4.118988037109375, -1.8280248641967773, -1.2072173357009888, 0.2972528636455536
Fri Apr 08 17:24:59 BST 2016, 1460132699060, -2.5897216796875, 11.056777954101563, 4.13946533203125, -1.9683607816696167, -1.1549392938613892, 0.5590431690216064
Fri Apr 08 17:24:59 BST 2016, 1460132699067, -2.5897216796875, 11.056777954101563, 4.13946533203125, -1.9841766357421875, -1.1549392938613892, 0.5590431690216064
Fri Apr 08 17:24:59 BST 2016, 1460132699087, -2.5897216796875, 11.056777954101563, 4.13946533203125, -2.0019383430480957, -1.1549392938613892, 0.5590431690216064
Fri Apr 08 17:24:59 BST 2016, 1460132699080, -2.75775146484375, 10.064559936523438, 3.9198455810546875, -2.1424455642700195, -1.1263694763183594, 0.6130950450897217
Fri Apr 08 17:24:59 BST 2016, 1460132699107, -2.75775146484375, 10.064559936523438, 3.9198455810546875, -2.1597893238067627, -1.1263694763183594, 0.6130950450897217
Fri Apr 08 17:24:59 BST 2016, 1460132699101, -2.2176971435546875, 9.010513305664063, 3.4209747314453125, -2.067986011505127, -1.1458969116210938, 0.5751543641090393
Fri Apr 08 17:24:59 BST 2016, 1460132699121, -1.8021697998046875, 7.737457275390625, 3.12237548828125, -2.1101491451263428, -1.1347713470458984, 0.5234703421592712
Fri Apr 08 17:24:59 BST 2016, 1460132699127, -1.8021697998046875, 7.737457275390625, 3.12237548828125, -2.136895179748535, -1.1347713470458984, 0.5234703421592712
Fri Apr 08 17:24:59 BST 2016, 1460132699141, -1.40057373046875, 6.1570281982421875, 3.1414337158203125, -2.3331656455993652, -1.0613508224487305, 0.4193882644176483
Fri Apr 08 17:24:59 BST 2016, 1460132699147, -1.40057373046875, 6.1570281982421875, 3.1414337158203125, -2.3393125534057617, -1.0613508224487305, 0.4193882644176483
Fri Apr 08 17:24:59 BST 2016, 1460132699169, -1.40057373046875, 6.1570281982421875, 3.1414337158203125, -2.353487014770508, -1.0613508224487305, 0.4193882644176483
